"Időbélyeg"," Mi a kutyája fajtája?","Milyen idős a kutyája?","Milyen színekből áll a kutyája szőre?","Mekkora a kutyája? ","Mekkora a kutyája eledeligénye?","Milyen hosszú a kutyája szőre?","Mennyire göndör a kutyája szőre?","Mennyi ápolást igényel a kutyája?","Milyen gyakran kell a kutyája után a levedlett szőrt eltakarítania?","Mennyi mozgást igényel a kutyája?","Mennyire játékos a kutyája?","Mennyire tanulékony a kutyája? ","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta kisgyermekes családok számára?","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta macskával is rendelkező családok számára?","Milyen gyakran volt egészségügyi problémája a kutyájának?","Mennyire szokott hangos lenni a kutyája?","Mennyire tűri jól a kutyája az egyedüllétet?","Mennyire jellemző a kutyájára, hogy amikor veszélyt érez, megpróbálja megvédeni önt?"
"2024/02/04 9:45:10 du. EET","Keverék","Középkorú","fekete","1","3","1","1","1","1","3","5","3","5","3","1","4","3","4"
"2024/02/04 10:03:11 du. EET","Vizsla","Középkorú","barna","3","3","1","1","1","1","5","3","4","3","3","1","3","2","3"
"2024/02/04 10:16:37 du. EET","Bullterrier","Középkorú","fehér","5","5","2","1","1","1","4","5","4","5","3","4","1","4","4"
"2024/02/04 10:16:43 du. EET","Újfundlandi","Középkorú","fekete","5","5","5","1","4","5","3","4","4","5","3","1","1","4","3"
"2024/02/04 10:29:13 du. EET","Tibeti terrier","Kölyök","fekete;fehér","2","2","4","4","3","3","3","4","4","3","4","2","4","1","2"
"2024/02/04 10:29:26 du. EET","Törpespicc","Kölyök","sárgásbarna","1","1","4","1","3","2","5","3","4","4","3","1","4","1","3"
"2024/02/04 10:29:38 du. EET","Angol toy spániel","Kölyök","fehér;vörös","1","4","3","3","5","3","3","3","3","3","3","3","2","1","2"
"2024/02/04 10:47:11 du. EET","Csivava","Középkorú","fehér;sárgásbarna","1","1","2","1","4","3","3","4","4","3","3","2","3","1","3"
"2024/02/04 10:47:55 du. EET","Csivava","Középkorú","fehér;sárgásbarna","2","3","1","1","1","2","3","5","4","5","2","2","2","5","4"
"2024/02/04 11:05:12 du. EET","Staffordshire bullterrier","Középkorú","fehér;sárgásbarna","3","3","1","1","2","2","2","4","3","3","2","1","4","1","4"
"2024/02/04 11:05:22 du. EET","Dobermann","Középkorú","fekete;barna","5","4","1","1","1","3","5","4","3","4","3","1","3","3","3"
"2024/02/04 11:17:20 du. EET","Francia bulldog","Középkorú","szürke","3","4","1","1","4","3","5","5","3","5","5","5","3","3","1"
"2024/02/04 11:25:14 du. EET","Labrador retriever","Középkorú","krémszínű","4","3","1","1","4","4","5","5","4","3","3","1","5","1","4"
"2024/02/04 11:28:44 du. EET","Akita","Középkorú","fehér","4","2","3","1","1","3","3","3","5","5","3","1","1","3","5"
"2024/02/04 11:29:10 du. EET","Labrador retriever","Középkorú","krémszínű","4","4","1","1","3","4","5","5","5","5","3","1","5","3","5"
"2024/02/04 11:33:10 du. EET","Beagle","Középkorú","fehér;barna;sárgásbarna","2","2","1","1","3","4","4","4","3","3","4","1","3","1","3"
"2024/02/04 11:36:09 du. EET","Jack Russell terrier","Idős","fekete;fehér;barna","2","1","1","1","2","2","5","4","3","4","3","1","4","2","2"
"2024/02/05 12:09:09 de. EET","Jack Russell terrier","Kölyök","fekete;fehér;barna","3","3","1","1","1","4","5","5","5","3","3","1","5","3","4"
"2024/02/05 12:22:01 de. EET","Uszkár","Középkorú","fehér","1","1","2","5","4","1","4","4","5","4","5","1","5","3","2"
"2024/02/05 12:23:12 de. EET","Kuvasz","Középkorú","fehér","5","5","3","2","4","2","3","4","2","3","2","1","2","1","3"
"2024/02/05 12:43:14 de. EET","Amerikai staffordshire terrier","Kölyök","fehér;sárgásbarna","3","2","1","1","1","1","2","4","3","5","4","2","5","3","3"
"2024/02/05 12:53:11 de. EET","Golden retriever","Középkorú","fehér;sárgásbarna","3","3","3","1","4","4","5","4","5","5","3","4","3","3","2"
"2024/02/05 12:59:10 de. EET","Mopsz","Középkorú","fekete;krémszínű","1","2","1","1","3","1","4","5","4","4","5","4","5","1","3"
"2024/02/05 1:26:13 de. EET","Shiba Inu","Kölyök","fekete;krémszínű","3","4","4","1","4","5","5","5","4","5","5","2","3","5","4"
"2024/02/05 7:31:45 de. EET","Bichon","Középkorú","barna;krémszínű","2","2","3","1","5","1","3","4","4","5","3","2","3","3","3"
"2024/02/05 7:48:23 de. EET","Akita","Középkorú","fekete;fehér;barna","4","4","3","1","3","3","3","4","4","3","3","3","3","3","2"
"2024/02/05 9:15:04 de. EET","Shiba Inu","Kölyök","vörös","2","3","3","4","3","3","3","4","4","3","2","1","2","2","4"
"2024/02/05 9:24:53 de. EET","foxterrier","Középkorú","fehér;szürke;krémszínű","3","3","3","3","2","1","3","4","5","3","3","3","2","3","3"
"2024/02/05 9:28:09 de. EET","Csivava","Idős","fekete;fehér","1","1","1","1","1","2","4","1","5","2","4","1","1","5","1"
"2024/02/05 9:43:35 de. EET","Cavalier King Charles spániel","Középkorú","fekete;fehér;vörös","1","2","3","3","4","4","3","3","3","3","3","1","3","3","1"
"2024/02/05 9:57:41 de. EET","Uszkár","Kölyök","fekete","3","5","5","5","5","1","3","4","5","5","2","2","3","1","1"
"2024/02/05 10:00:54 de. EET","Uszkár","Kölyök","sárgásbarna;vörös","2","3","3","4","4","1","4","5","5","5","4","3","1","4","2"
"2024/02/05 11:08:37 de. EET","Shar pei","Idős","sárgásbarna","3","3","2","1","5","3","1","1","1","2","4","5","1","5","1"
"2024/02/05 12:46:34 du. EET","Francia bulldog","Középkorú","fehér;sárgásbarna","1","1","1","1","2","2","2","5","4","4","4","1","3","2","4"
"2024/02/05 1:21:05 du. EET","Csivava","Középkorú","fehér;sárgásbarna;krémszínű","2","5","3","1","3","5","3","3","5","2","3","3","4","5","5"
"2024/02/05 1:54:30 du. EET","Puli","Középkorú","fekete","2","3","5","5","5","4","3","3","4","3","2","1","1","5","5"
"2024/02/05 3:09:52 du. EET","Cocker spániel","Középkorú","fekete","3","2","4","4","5","3","5","4","5","5","1","2","3","5","4"
"2024/02/05 3:21:55 du. EET","Ausztrál juhászkutya","Középkorú","barna;sárgásbarna;vörös","3","5","5","2","4","5","5","4","4","5","3","2","2","5","3"
"2024/02/05 3:57:27 du. EET","Golden retriever","Középkorú","fehér;sárgásbarna","3","4","3","1","3","3","5","4","5","4","5","3","3","3","1"
"2024/02/05 4:01:09 du. EET","Dán dog","Középkorú","fekete","5","5","1","1","3","2","3","2","4","5","4","1","5","4","4"
"2024/02/05 4:20:28 du. EET","Uszkár","Kölyök","sárgásbarna","3","3","3","4","5","1","4","5","5","5","3","1","4","3","4"
"2024/02/05 4:24:25 du. EET","Komondor","Kölyök","fehér;szürke","4","3","3","5","4","1","3","3","4","5","4","3","3","3","3"
"2024/02/05 4:25:51 du. EET","Keverék","Kölyök","krémszínű","3","4","4","2","3","4","5","5","4","3","2","1","4","3","4"
"2024/02/05 4:32:11 du. EET","Kuvasz","Idős","fehér","5","5","3","2","4","4","4","3","2","3","5","1","2","1","4"
"2024/02/05 4:49:17 du. EET","Border collie","Kölyök","fehér;barna","4","1","5","1","2","2","3","5","4","4","5","1","2","4","3"
"2024/02/05 5:07:11 du. EET","Dobermann","Középkorú","fekete;barna","4","5","1","1","2","3","4","3","3","3","4","1","3","2","4"
"2024/02/05 5:13:10 du. EET","Mopsz","Középkorú","fekete;krémszínű","1","2","1","1","2","2","3","5","4","3","3","2","5","1","3"
"2024/02/05 5:28:12 du. EET","Boxer","Kölyök","fehér;barna","3","3","1","1","2","1","3","4","3","5","3","2","2","3","5"
"2024/02/05 5:32:10 du. EET","Amerikai staffordshire terrier","Középkorú","fekete;fehér","3","3","1","1","1","2","2","4","3","3","4","1","4","2","3"
"2024/02/05 5:48:44 du. EET","foxterrier","Középkorú","fehér;krémszínű","3","3","1","5","3","2","3","3","4","5","1","2","2","5","3"
"2024/02/05 5:50:27 du. EET","foxterrier","Kölyök","fekete;fehér;barna","4","5","5","1","4","5","5","5","5","4","1","1","1","3","3"
"2024/02/05 6:04:11 du. EET","Golden retriever","Idős","fehér;sárgásbarna","3","3","3","2","4","3","5","5","4","5","4","3","3","1","3"
"2024/02/05 6:10:09 du. EET","Puli","Kölyök","fekete","2","3","5","5","5","5","3","3","4","4","2","1","2","2","3"
"2024/02/05 6:17:09 du. EET","Komondor","Középkorú","fehér","5","4","5","4","5","5","1","2","3","3","3","1","3","4","3"
"2024/02/05 6:23:32 du. EET","Puli","Kölyök","fehér","3","3","4","3","3","4","5","5","5","5","2","1","4","3","5"
"2024/02/05 6:27:11 du. EET","Boxer","Kölyök","fehér;barna","4","4","1","1","2","1","4","4","3","5","4","1","3","3","5"
"2024/02/05 6:29:09 du. EET","Bernáthegyi","Középkorú","fehér;barna","5","4","1","1","4","4","3","2","4","2","4","1","3","3","3"
"2024/02/05 6:34:09 du. EET","Bichon","Középkorú","fehér","1","3","3","5","3","4","3","3","4","4","4","1","2","2","4"
"2024/02/05 6:37:09 du. EET","Kuvasz","Idős","fehér","5","5","3","2","3","4","3","4","2","4","3","1","2","2","4"
"2024/02/05 6:39:08 du. EET","Máltai selyemkutya","Középkorú","fehér","1","1","3","2","3","2","3","5","4","4","2","1","3","2","2"
"2024/02/05 6:39:18 du. EET","Boxer","Kölyök","fekete;fehér;barna","4","4","1","1","1","2","2","5","3","5","4","2","2","5","5"
"2024/02/05 6:49:09 du. EET","Bichon","Idős","fehér","1","3","3","4","3","4","3","2","4","3","3","1","2","5","4"
"2024/02/05 6:54:37 du. EET","Shiba Inu","Kölyök","fehér;vörös","2","3","2","1","3","5","5","5","5","2","5","1","1","5","5"
"2024/02/05 7:04:12 du. EET","Alaszkai malamut","Kölyök","fekete;fehér;szürke","4","3","2","1","2","5","4","3","4","5","2","1","3","2","2"
"2024/02/05 7:14:12 du. EET","Komondor","Középkorú","fehér","5","4","5","5","5","5","3","1","2","3","2","1","3","2","2"
"2024/02/05 7:17:09 du. EET","Csivava","Kölyök","fehér;krémszínű","1","1","3","1","3","3","3","4","4","3","2","1","2","1","3"
"2024/02/05 7:28:11 du. EET","Jack Russell terrier","Középkorú","fehér;barna","2","1","1","1","2","2","4","4","2","4","3","2","2","1","2"
"2024/02/05 8:02:21 du. EET","Francia bulldog","Középkorú","fekete;fehér","1","1","1","1","2","2","1","5","4","4","5","1","1","2","4"
"2024/02/05 8:43:08 du. EET","Francia bulldog","Középkorú","fehér;sárgásbarna","1","1","1","1","2","2","2","5","5","3","4","1","1","1","4"
"2024/02/05 8:45:40 du. EET","Bullterrier","Kölyök","fehér","3","3","1","1","2","3","3","5","3","4","3","1","3","4","3"
"2024/02/05 8:46:14 du. EET","Yorkshire terrier","Kölyök","fekete;szürke;sárgásbarna","1","1","4","2","3","4","5","3","3","3","2","1","2","2","3"
"2024/02/05 8:51:32 du. EET","Bernáthegyi","Idős","fehér;barna","5","5","1","1","3","3","3","1","3","3","4","2","3","1","5"
"2024/02/05 8:51:45 du. EET","Border collie","Középkorú","fehér;barna","3","3","3","1","1","3","5","4","4","5","3","1","2","1","3"
"2024/02/05 9:05:32 du. EET","Golden retriever","Középkorú","fehér;sárgásbarna","3","3","3","1","3","4","5","3","4","5","3","2","3","1","2"
"2024/02/05 9:07:08 du. EET","Uszkár","Középkorú","fehér","1","1","3","3","3","3","5","4","5","3","4","3","3","3","4"
"2024/02/05 9:08:07 du. EET","Bichon","Középkorú","fehér","1","1","3","4","2","4","3","3","3","5","3","1","2","1","3"
"2024/02/05 9:11:08 du. EET","Malinois","Kölyök","fekete;barna","3","3","1","1","2","2","5","4","4","3","5","1","3","2","3"
"2024/02/05 9:18:09 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;szürke;vörös","3","4","3","2","3","3","5","4","3","4","4","3","2","1","3"
"2024/02/05 9:23:53 du. EET","Uszkár","Kölyök","fekete;fehér","3","3","1","3","5","1","4","5","4","5","2","1","3","2","3"
"2024/02/05 9:52:51 du. EET","Keverék","Középkorú","fekete;fehér","2","3","2","1","1","4","5","5","3","4","1","4","5","3","3"
"2024/02/05 9:54:02 du. EET","Keverék","Középkorú","fehér;sárgásbarna","2","4","1","1","1","4","2","3","5","5","1","3","4","3","3"
"2024/02/05 10:00:46 du. EET","Bernáthegyi","Középkorú","fehér;vörös","5","5","1","1","2","3","2","3","2","5","3","3","2","2","4"
"2024/02/05 10:15:11 du. EET","Újfundlandi","Kölyök","fekete","5","5","3","2","3","5","4","4","5","3","4","4","1","1","2"
"2024/02/05 10:21:30 du. EET","Dobermann","Kölyök","fekete;barna","4","3","2","1","3","1","5","5","5","5","3","1","2","2","5"
"2024/02/05 10:25:10 du. EET","Német juhászkutya","Idős","fekete","4","3","3","1","2","4","3","5","5","5","5","1","1","4","5"
"2024/02/05 10:25:11 du. EET","Mopsz","Középkorú","fekete;krémszínű","1","1","1","1","3","3","3","4","4","4","4","3","5","1","3"
"2024/02/05 10:34:12 du. EET","Labrador retriever","Középkorú","fekete","4","4","1","1","4","5","5","5","5","4","3","1","5","2","4"
"2024/02/05 10:39:08 du. EET","foxterrier","Középkorú","fekete;fehér;barna","1","4","1","2","2","2","4","4","5","4","3","1","3","4","3"
"2024/02/05 10:56:09 du. EET","Dalmata","Középkorú","fekete;fehér","3","4","1","1","4","4","5","4","4","2","3","1","3","2","4"
"2024/02/05 11:09:12 du. EET","Szamojéd","Középkorú","fehér","3","3","4","3","4","4","5","4","3","4","4","1","4","2","3"
"2024/02/05 11:21:13 du. EET","Tacskó","Középkorú","fekete;barna","1","2","2","1","2","1","4","5","3","5","1","2","1","2","1"
"2024/02/05 11:38:11 du. EET","Keverék","Középkorú","barna","3","3","2","1","1","1","4","2","2","3","5","1","4","5","1"
"2024/02/06 12:16:12 de. EET","Keverék","Középkorú","sárgásbarna","3","3","1","1","1","1","4","2","2","3","2","1","2","4","4"
"2024/02/06 12:22:53 de. EET","Bichon","Idős","fehér","2","3","3","2","4","5","3","4","5","5","3","2","2","2","4"
"2024/02/06 12:25:12 de. EET","Border collie","Középkorú","fekete;fehér","3","3","3","1","1","2","5","5","4","5","3","1","4","1","2"
"2024/02/06 12:53:53 de. EET","Beagle","Középkorú","fehér;barna;sárgásbarna","3","2","1","1","3","2","4","4","3","4","3","1","2","1","2"
"2024/02/06 1:10:25 de. EET","Dobermann","Kölyök","fekete;barna","5","5","1","1","1","1","4","5","5","4","5","1","5","5","5"
"2024/02/06 4:42:02 de. EET","Akita","Középkorú","fekete;fehér;szürke;vörös","4","3","3","1","4","5","2","3","5","4","4","2","3","2","5"
"2024/02/06 9:01:40 de. EET","Akita","Középkorú","fehér","5","3","4","2","4","5","5","4","5","3","1","2","3","2","4"
"2024/02/06 10:00:36 de. EET","Uszkár","Középkorú","fehér","1","1","3","4","3","2","4","5","3","3","4","1","3","2","1"
"2024/02/06 11:02:06 de. EET","Keverék","Idős","fehér;krémszínű","2","4","3","1","1","4","2","4","2","5","1","2","3","4","3"
"2024/02/06 11:17:29 de. EET","Tibeti terrier","Középkorú","fekete;fehér","2","3","3","4","2","3","5","5","5","4","4","1","5","2","4"
"2024/02/06 12:43:35 du. EET","Bichon","Középkorú","fehér","1","1","3","4","3","4","4","3","5","5","3","1","1","3","3"
"2024/02/06 1:26:11 du. EET","Akita","Középkorú","fehér;sárgásbarna;vörös","3","4","2","1","3","4","4","3","2","4","3","1","2","2","2"
"2024/02/06 2:55:04 du. EET","Beagle","Idős","fekete;fehér;vörös","3","2","1","1","1","2","4","2","4","3","4","2","2","5","2"
"2024/02/06 2:57:12 du. EET","Komondor","Kölyök","fehér","5","5","5","4","4","4","4","4","3","3","1","1","4","2","4"
"2024/02/06 3:46:49 du. EET","Vizsla","Idős","sárgásbarna","3","5","1","1","1","1","5","4","4","5","5","2","2","1","3"
"2024/02/06 4:05:11 du. EET","Csivava","Középkorú","fehér;sárgásbarna","1","2","3","1","2","3","3","3","4","3","2","3","2","1","3"
"2024/02/06 4:16:13 du. EET","Mastiff","Kölyök","fekete;sárgásbarna","5","5","1","1","2","1","2","4","5","3","3","1","3","4","3"
"2024/02/06 4:37:52 du. EET","Csivava","Kölyök","fekete;fehér;barna;krémszínű","2","2","1","1","1","1","3","3","5","5","5","1","2","3","4"
"2024/02/06 5:26:22 du. EET","Shiba Inu","Kölyök","fehér;sárgásbarna","2","3","2","1","2","5","4","3","2","3","5","1","3","1","4"
"2024/02/06 5:27:09 du. EET","Komondor","Kölyök","fehér","5","5","5","5","5","5","3","3","4","3","3","2","2","4","3"
"2024/02/06 6:00:11 du. EET","Csivava","Középkorú","fehér;krémszínű","1","1","3","1","3","3","3","4","4","5","3","1","3","2","2"
"2024/02/06 6:07:09 du. EET","Bichon","Középkorú","fehér","1","2","3","4","3","4","3","3","4","5","3","1","2","3","4"
"2024/02/06 6:11:12 du. EET","Uszkár","Kölyök","fehér","1","2","3","4","3","2","3","5","4","2","5","3","1","3","2"
"2024/02/06 6:27:41 du. EET","foxterrier","Kölyök","fekete;fehér;barna;sárgásbarna","3","3","2","1","1","4","5","5","4","5","3","2","4","3","3"
"2024/02/06 6:30:13 du. EET","Dán dog","Középkorú","fekete","5","5","1","1","3","2","2","3","4","2","5","1","3","3","4"
"2024/02/06 6:36:09 du. EET","Labrador retriever","Középkorú","fekete","4","4","1","1","3","4","5","4","5","4","5","1","5","3","5"
"2024/02/06 6:37:08 du. EET","Francia bulldog","Kölyök","fehér;barna","1","1","1","1","3","2","3","5","4","4","3","1","3","3","4"
"2024/02/06 6:47:13 du. EET","Basset hound","Középkorú","fekete;fehér;barna","3","4","2","1","2","2","3","5","3","5","2","1","3","5","1"
"2024/02/06 6:50:16 du. EET","Shar pei","Kölyök","barna","2","3","1","1","3","3","3","2","3","2","1","3","2","2","1"
"2024/02/06 7:05:12 du. EET","foxterrier","Idős","fekete;fehér;barna","1","4","2","1","3","3","5","5","4","4","3","1","4","4","4"
"2024/02/06 7:13:09 du. EET","Német juhászkutya","Kölyök","fekete;vörös","3","3","1","1","4","4","5","4","5","3","4","1","3","3","2"
"2024/02/06 7:21:11 du. EET","Szamojéd","Középkorú","krémszínű","3","3","4","3","4","5","5","4","4","3","3","1","4","3","2"
"2024/02/06 7:24:08 du. EET","Vizsla","Középkorú","barna","3","4","1","1","1","1","5","3","3","5","1","1","1","4","3"
"2024/02/06 7:26:08 du. EET","Labrador retriever","Középkorú","krémszínű","4","4","1","1","4","4","5","4","5","3","4","4","4","2","4"
"2024/02/06 7:42:24 du. EET","Basset hound","Középkorú","fekete;fehér;barna","4","4","3","1","3","4","3","3","3","5","2","2","4","1","2"
"2024/02/06 8:55:57 du. EET","Basset hound","Középkorú","fekete;fehér;barna","3","3","1","1","2","2","3","3","3","5","4","1","3","3","4"
"2024/02/06 8:58:37 du. EET","Francia bulldog","Középkorú","fekete;fehér","1","1","1","1","3","1","3","5","5","4","3","2","3","4","3"
"2024/02/06 8:59:09 du. EET","Shiba Inu","Középkorú","fehér;sárgásbarna","2","3","2","4","3","4","4","4","3","3","4","1","3","2","3"
"2024/02/06 9:25:11 du. EET","Kuvasz","Középkorú","fehér","5","5","2","3","3","4","4","3","2","4","1","1","2","2","3"
"2024/02/06 9:40:11 du. EET","Akita","Idős","fehér;sárgásbarna","3","3","3","1","3","2","5","3","2","4","3","2","1","1","4"
"2024/02/06 9:47:31 du. EET","Francia bulldog","Középkorú","fehér;sárgásbarna","1","1","1","1","2","2","3","4","5","4","4","3","4","1","4"
"2024/02/06 10:05:12 du. EET","Beagle","Középkorú","fehér;barna;sárgásbarna","2","2","1","1","1","3","5","5","2","3","4","3","1","3","4"
"2024/02/06 10:16:45 du. EET","Basset hound","Középkorú","fehér;barna","3","3","2","1","2","3","3","3","4","5","5","1","2","3","4"
"2024/02/06 10:22:11 du. EET","Kuvasz","Középkorú","fehér","5","5","3","1","4","4","3","3","3","3","2","1","2","2","4"
"2024/02/06 10:33:10 du. EET","Mopsz","Idős","fekete;krémszínű","1","1","1","1","3","2","3","4","5","4","4","1","5","3","3"
"2024/02/06 10:45:12 du. EET","Tacskó","Idős","fekete;barna","1","3","1","1","3","2","3","5","2","3","3","3","5","2","1"
"2024/02/06 11:18:24 du. EET","Keverék","Középkorú","barna","3","2","1","1","1","1","3","4","4","3","5","1","4","3","4"
"2024/02/07 12:21:32 de. EET","Alaszkai malamut","Kölyök","fekete;fehér;szürke","3","3","2","1","2","5","4","5","2","3","3","1","3","1","3"
"2024/02/07 12:23:08 de. EET","Schnauzer","Középkorú","fekete","2","3","4","3","3","3","5","4","3","4","5","1","2","1","2"
"2024/02/07 12:27:08 de. EET","Rottweiler","Középkorú","fekete;barna","5","4","1","1","2","4","4","3","4","1","3","1","2","1","3"
"2024/02/07 12:36:10 de. EET","Csivava","Középkorú","krémszínű","1","2","3","1","4","3","3","4","4","4","3","1","3","1","4"
"2024/02/07 12:57:33 de. EET","Francia bulldog","Középkorú","fekete","1","1","1","1","2","2","1","4","4","4","3","4","3","4","5"
"2024/02/07 8:47:15 de. EET","Basset hound","Középkorú","fekete;fehér;barna","3","3","2","1","5","5","5","4","5","5","5","5","2","1","3"
"2024/02/07 9:22:32 de. EET","Basset hound","Középkorú","fekete;fehér;barna","4","5","2","1","5","5","2","3","4","5","2","5","4","1","3"
"2024/02/07 11:30:30 de. EET","Beagle","Középkorú","fehér;barna;sárgásbarna","3","2","1","1","2","3","4","5","2","4","5","1","1","1","3"
